Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Adresse_1,Adresse_2,Adresse_3,Code postal,Code_commune,Nom_commune,Code_departement,Code_academie,Code_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Apprentissage,Segpa,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Lycee_des_metiers,Post_BAC,Appartenance_Education_Prioritaire,GRETA,SIREN_SIRET,Nombre_d_eleves,Fiche_onisep,position,Type_contrat_prive,Libelle_departement,Libelle_academie,Libelle_region,coordonnee_X,coordonnee_Y,epsg,nom_circonscription,latitude,longitude,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,etablissement_multi_lignes,rpi_concentre,rpi_disperse,code_nature,libelle_nature,Code_type_contrat_prive,PIAL,etablissement_mere,type_rattachement_etablissement_mere,code_bassin_formation,libelle_bassin_formation
0931126U,Ecole primaire privée Assomption,Ecole,Privé,12 avenue de Verdun,,93140 BONDY,93140,93010,Bondy,93,24,11,1,1,,,,148495174,,,ce.0931126U@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.28E+13,342,,48.90468718,,,,,,,,,,,,,,,,,,,,,,,,,,
0931137F,Ecole primaire privée Chné Or,Ecole,Privé,17 rue du Clos Bénard,,93300 AUBERVILLIERS,93300,93001,Aubervilliers,93,24,11,1,1,,,,141611772,,,ce.0931137F@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,9.08E+13,367,,48.91119018,,,,,,,,,,,,,,,,,,,,,,,,,,
0931140J,Ecole primaire privée Notre Dame des Vertus,Ecole,Privé,11  RUE DES NOYERS,,93300 AUBERVILLIERS,93300,93001,Aubervilliers,93,24,11,1,1,,,,148111650,,,ce.0931140J@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,338,,48.91582549,,,,,,,,,,,,,,,,,,,,,,,,,,
0932604A,Ecole Primaire Privée Fitrati,Ecole,Privé,117 rue Maximilien Robespierre,,93600 AULNAY SOUS BOIS,93600,93005,Aulnay-sous-Bois,93,24,11,1,1,,,,954253140,,,ce.0932604A@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.94948249,,,,,,,,,,,,,,,,,,,,,,,,,,
0932722D,Ecole élémentaire privée Groupe Scolaire Privé Bougainville,Ecole,Privé,6 rue Bailly de Suffern,,93600 AULNAY SOUS BOIS,93600,93005,Aulnay-sous-Bois,93,24,11,1,1,,,,148668303,,,ce.0932722D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.95773945,,,,,,,,,,,,,,,,,,,,,,,,,,
0932724F,Ecole élémentaire privée Les Sarments 93,Ecole,Privé,46 avenue du Général Leclerc,,93250 VILLEMOMBLE,93250,93077,Villemomble,93,24,11,1,1,,,,624340044,,,ce.0932724F@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.88424364,,,,,,,,,,,,,,,,,,,,,,,,,,
0932776M,Ecole Primaire Montessori 21 Aubervilliers-Villette,Ecole,Privé,2 rue Auvry,,93300 AUBERVILLIERS,93300,93001,Aubervilliers,93,24,11,1,1,,,,672722612,,,ce.0932776M@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.90263265,,,,,,,,,,,,,,,,,,,,,,,,,,
0932777N,Ecole Espace l'Art à Palabres,Ecole,Privé,27 rue Pierre de Montreuil,,93100 MONTREUIL,93100,93048,Montreuil,93,24,11,1,0,,,,148587317,,,ce.0932777N@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.86275063,,,,,,,,,,,,,,,,,,,,,,,,,,
0940959G,Ecole primaire privée Notre-Dame,Ecole,Privé,9 place Henri Barbusse,,94380 BONNEUIL SUR MARNE,94380,94011,Bonneuil-sur-Marne,94,24,11,1,1,,,,143994623,,,ce.0940959G@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.76E+13,181,,48.77511211,,,,,,,,,,,,,,,,,,,,,,,,,,
0940973X,Ecole primaire privée Jeanne d'Arc,Ecole,Privé,8 rue Charles Bassée,,94120 FONTENAY SOUS BOIS,94120,94033,Fontenay-sous-Bois,94,24,11,1,1,,,,148754869,,,ce.0940973X@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,224,,48.84769394,,,,,,,,,,,,,,,,,,,,,,,,,,
0940975Z,Ecole primaire privée Saint Joseph,Ecole,Privé,9 rue Victor Hugo,,94250 GENTILLY,94250,94037,Gentilly,94,24,11,1,1,,,,145466238,,,ce.0940975Z@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.35E+13,199,,48.81398064,,,,,,,,,,,,,,,,,,,,,,,,,,
0940979D,Ecole primaire privée Notre-Dame de L'Espérance,Ecole,Privé,13 rue Paul Bert,,94200 IVRY SUR SEINE,94200,94041,Ivry-sur-Seine,94,24,11,1,1,,,,146724593,,,ce.0940979D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,243,,48.81798165,,,,,,,,,,,,,,,,,,,,,,,,,,
0940986L,Ecole primaire privée Saint Joseph,Ecole,Privé,7 avenue du Maréchal Joffre,,94170 LE PERREUX SUR MARNE,94170,94058,Le Perreux-sur-Marne,94,24,11,1,1,,,,143241241,,,ce.0940986L@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.88E+13,224,,48.83484637,,,,,,,,,,,,,,,,,,,,,,,,,,
0940987M,Ecole primaire privée Notre-Dame,Ecole,Privé,56 rue Raspail,,94700 MAISONS ALFORT,94700,94046,Maisons-Alfort,94,24,11,1,1,,,,143780971,,,ce.0940987M@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,219,,48.80822259,,,,,,,,,,,,,,,,,,,,,,,,,,
0941002D,Ecole primaire privée Saint André,Ecole,Privé,15 avenue Mahieu,,94100 ST MAUR DES FOSSES,94100,94068,Saint-Maur-des-Fossés,94,24,11,1,1,,,,148830807,,,ce.0941002D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.09E+13,300,,48.81090342,,,,,,,,,,,,,,,,,,,,,,,,,,
0941613T,Ecole maternelle privée Le Petit Cours,Ecole,Privé,18 rue DU LIEUTENANT DAGORNO,,94440 VILLECRESNES,94440,94075,Villecresnes,94,24,11,1,0,,,,145692199,,,ce.0941613T@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,3.15E+13,,,48.72504616,,,,,,,,,,,,,,,,,,,,,,,,,,
0941922D,Ecole primaire privée Yechiva Ets Haim,Ecole,Privé,84 boulevard du Général Giraud,,94100 ST MAUR DES FOSSES,94100,94068,Saint-Maur-des-Fossés,94,24,11,1,1,,,,148860550,,,ce.0941922D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.44E+13,218,,48.79241447,,,,,,,,,,,,,,,,,,,,,,,,,,
0941924F,Ecole Montessori Internationale Trilingue de Nogent sur Marne,Ecole,Privé,12 avenue Victor Hugo,,94130 NOGENT SUR MARNE,94130,94052,Nogent-sur-Marne,94,24,11,1,1,,,,148895212,,,ce.0941924F@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.53E+13,,,48.83329309,,,,,,,,,,,,,,,,,,,,,,,,,,
0941962X,Ecole primaire privée Saint Mesrop-Arabian,Ecole,Privé,1-4 rue Komitas,,94140 ALFORTVILLE,94140,94002,Alfortville,94,24,11,1,1,,,,145183490,,,ce.0941962x@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.94E+13,162,,48.79005643,,,,,,,,,,,,,,,,,,,,,,,,,,
0942137M,Ecole Elémentaire Privée Charles de Foucauld,Ecole,Privé,102 ter rue GARIBALDI,,94100 ST MAUR DES FOSSES,94100,94068,Saint-Maur-des-Fossés,94,24,11,1,1,,,,142836669,,,ce.0942137M@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,4.04E+13,,,48.79252084,,,,,,,,,,,,,,,,,,,,,,,,,,
0942271H,Ecole Montessori Internationale le Kaléidoscope,Ecole,Privé,16 rue JULES VALLES,,94600 CHOISY LE ROI,94600,94022,Choisy-le-Roi,94,24,11,1,1,,,,148849721,,,ce.0942271H@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.75659579,,,,,,,,,,,,,,,,,,,,,,,,,,
0942350U,Ecole Nouvelle Montessori du Val de Marne,Ecole,Privé,80 avenue Raspail,,94100 ST MAUR DES FOSSES,94100,94068,Saint-Maur-des-Fossés,94,24,11,1,1,,,,650019217,,,ce.0942350U@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,8.48E+13,,,48.78580843,,,,,,,,,,,,,,,,,,,,,,,,,,
0942390M,Maternelle privée Gan Alef-Beth,Ecole,Privé,19 rue DU COMMANDANT RENE MOUCHOTTE,,94160 ST MANDE,94160,94067,Saint-Mandé,94,24,11,1,1,,,,148083773,,,ce.0942390M@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.83738413,,,,,,,,,,,,,,,,,,,,,,,,,,
0942391N,Ecole primaire privée Ozar Hatorah,Ecole,Privé,12 rue Marcel Dadi,,94320 THIAIS,94320,94073,Thiais,94,24,11,1,1,,,,148926868,,,ce.0942391N@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.76E+13,81,,48.75339835,,,,,,,,,,,,,,,,,,,,,,,,,,
0942394S,Ecole primaire privée Tsohar,Ecole,Privé,11 rue du 8 Mai 1945,,94000 CRETEIL,94000,94028,Créteil,94,24,11,1,1,,,,660659797,,,ce.0942394S@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.77830646,,,,,,,,,,,,,,,,,,,,,,,,,,
0950826G,Ecole primaire privée Notre-Dame,Ecole,Privé,4 rue de Somme Py,,95100 ARGENTEUIL,95100,95018,Argenteuil,95,25,11,1,1,,,,139826207,,,ce.0950826G@ac-versailles.fr,1,0,1,,,,,,,,,,,,,,,5.00E+13,,,48.96070268,,,,,,,,,,,,,,,,,,,,,,,,,,
0950831M,Ecole primaire privée Institution Saint Charles,Ecole,Privé,55 rue Gabriel Péri,,95240 CORMEILLES EN PARISIS,95240,95176,Cormeilles-en-Parisis,95,25,11,1,1,,,,139780341,,,ce.0950831M@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,7.86E+13,,,48.97438804,,,,,,,,,,,,,,,,,,,,,,,,,,
0950848F,Ecole primaire privée Institution Notre-Dame de La Providence,Ecole,Privé,10 rue du Château,,95360 MONTMAGNY,95360,95427,Montmagny,95,25,11,1,1,,,,139832090,,,ce.0950848F@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,48.9733771,,,,,,,,,,,,,,,,,,,,,,,,,,
0950854M,Ecole primaire privée Saint Louis,Ecole,Privé,10 RUE DE LA CITADELLE,,95300 PONTOISE,95300,95500,Pontoise,95,25,11,1,1,,,,130324936,,,ce.0950854M@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,49.05376061,,,,,,,,,,,,,,,,,,,,,,,,,,
0950859T,Ecole primaire privée Institution Notre-Dame,Ecole,Privé,106 boulevard Charles de Gaulle,,95110 SANNOIS,95110,95582,Sannois,95,25,11,1,1,,,,139812298,,,ce.0950859T@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,48.97393882,,,,,,,,,,,,,,,,,,,,,,,,,,
0950863X,Ecole primaire privée Saint Didier,Ecole,Privé,1 rue Gambetta,,95400 VILLIERS LE BEL,95400,95680,Villiers-le-Bel,95,25,11,1,1,,,,139900754,,,ce.0950863X@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,7.86E+13,,,49.0085274,,,,,,,,,,,,,,,,,,,,,,,,,,
0952137G,Ecole primaire privée Talentiel,Ecole,Privé,1 rue DES PEUPLIERS,,95490 VAUREAL,95490,95637,Vauréal,95,25,11,1,1,,,,952263212,,,talentiel95@gmail.com,0,0,0,,,,,,,,,,,,,,,5.08E+13,,,49.03482202,,,,,,,,,,,,,,,,,,,,,,,,,,
0952142M,Ecole élémentaire privée Plurivalente,Ecole,Privé,7 rue SCHWEITZER,,95600 EAUBONNE,95600,95203,Eaubonne,95,25,11,0,1,,,,681671372,,,plurivalente_secretariat@orange.fr,0,0,0,,,,,,,,,,,,,,,4.92E+13,,,48.98850849,,,,,,,,,,,,,,,,,,,,,,,,,,
0952215S,Ecole primaire élémentaire privée EDA,Ecole,Privé,16 avenue ALEXANDRE DUMAS,,95230 SOISY SOUS MONTMORENCY,95230,95598,Soisy-sous-Montmorency,95,25,11,1,1,,,,614245014,,,eveildecouverteetapprentissage@hotmail.com,1,0,0,,,,,,,,,,,,,,,,,,48.97731106,,,,,,,,,,,,,,,,,,,,,,,,,,
0952235N,Ecole élémentaire privée Ecole du Luat,Ecole,Privé,Château du Luat,,95350 PISCOP,95350,95489,Piscop,95,25,11,0,1,,,,139944576,,,contact.clg.luat@orange.fr,0,0,0,,,,,,,,,,,,,,,,,,49.02054494,,,,,,,,,,,,,,,,,,,,,,,,,,
0930969Y,Collège Saint-Louis Sainte-Clotilde,Collège,Privé,37 allée La Fontaine,BP 8,,93340,93062,Le Raincy,93,24,11,,,0,0,0,01 43 01 31 40,01 43 02 83 19,,mt-cordonnier@93.scolanet.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.08E+13,655,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12882,48.89290404,,,,,,,,,,,,,,,,,,,,,,,,,,
0753852E,Lycée privé Sainte-Jeanne Elisabeth,Lycée,Privé,8 rue Maurice de la Sizeranne,,,75007,75100,Paris,75,1,11,,,1,0,0,01 53 58 59 00,01 45 67 31 46,http://www.sainte-jeanne-elisabeth.com,sje-enseignants@wanadoo.fr,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,3.35E+13,307,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8447,48.8473788,,,,,,,,,,,,,,,,,,,,,,,,,,
0921901S,Collège Sainte-Marie la Croix,Collège,Privé,2 rue de l'Abbaye,BP 112,,92164,92002,Antony,92,25,11,,,0,0,0,01 46 11 58 00,01 46 66 87 07,https://www.saintemarieantony.fr/college,0921901S@ac-versailles.fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.02E+13,1518,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5653,48.75382931,,,,,,,,,,,,,,,,,,,,,,,,,,
0783339F,Collège Sainte-Anne,Collège,Privé,8 à 12 rue de la Tour,BP 41,,78360,78418,Montesson,78,25,11,,,0,0,0,01 39 52 04 84,01 39 52 25 03,http://www.sainte-anne-montesson.org,0783339F@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,585,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11228,48.91309995,,,,,,,,,,,,,,,,,,,,,,,,,,
0752882A,Collège privé Paul Claudel d'Hulst,Collège,Privé,118-120 rue de Grenelle,,,75007,75100,Paris,75,1,11,,,0,0,0,01 44 18 63 83,01 44 18 63 87,http://www.paulclaudel-hulst.fr/,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.20E+13,446,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7701,48.85697844,,,,,,,,,,,,,,,,,,,,,,,,,,
0771921V,Collège Sainte-Marie,Collège,Privé,41 rue de Chaage,,,77109,77284,Meaux,77,24,11,,,0,0,0,01 60 09 87 77,01 60 09 87 99,http://www.collegesaintemarie-meaux.fr,contact.ens.scolaire@stemarie77.fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,1333,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.884,48.9663547,,,,,,,,,,,,,,,,,,,,,,,,,,
0932036H,Lycée général privé Françoise Cabrini,Lycée,Privé,20 rue du Dr Sureau,,,93167,93051,Noisy-le-Grand,93,24,11,,,1,1,0,01 48 15 16 25,01 43 04 32 00,http://www.cabrini.fr/,ce.0932036H@ac-creteil.fr,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,3.40E+13,820,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4243,48.84615103,,,,,,,,,,,,,,,,,,,,,,,,,,
0932654E,Lycée général privé Sainte Marie,Lycée,Privé,7 rue Jean Chardavoine,,,93240,93072,Stains,93,24,11,,,1,0,0,01 48 26 67 44,01 48 26 01 49,http://www.stemarie-stvincent.fr,lyceegt@stemarie-stvincent.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.86E+13,166,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18879,48.95551879,,,,,,,,,,,,,,,,,,,,,,,,,,
0931573E,Lycée professionnel privé Robert Schuman,Lycée,Privé,5 avenue du Général de Gaulle,,,93440,93030,Dugny,93,24,11,,,0,0,1,01 48 37 74 26,01 48 35 48 14,http://www.lyceerobertschuman.com,administration@lyceerobertschuman.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,202,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11671,48.94894642,,,,,,,,,,,,,,,,,,,,,,,,,,
0931799A,Lycée général privé Fénelon,Lycée,Privé,1 rue de Montauban,,,93410,93074,Vaujours,93,24,11,,,1,1,0,01 49 63 62 00,01 49 63 91 19,http://www.fenelon.fr,administration@fenelon.fr,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,,0,3.04E+13,567,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10054,48.93077821,,,,,,,,,,,,,,,,,,,,,,,,,,
0932618R,Lycée technologique privé Robert Schuman,Lycée,Privé,5 avenue du Général de Gaulle,,,93440,93030,Dugny,93,24,11,,,0,1,0,01 48 37 74 26,01 48 35 48 14,http://www.lyceerobertschuman.com/,administration@lyceerobertschuman.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,7.85E+13,46,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17544,48.94894642,,,,,,,,,,,,,,,,,,,,,,,,,,
0932110N,Lycée général privé Chné Ohr,Lycée,Privé,17 rue du Clos Bénard,,,93300,93001,Aubervilliers,93,24,11,,,1,0,0,01 41 61 17 70,01 41 61 17 86,https://chneor.fr/,ce.0932110n@ac-creteil.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.08E+13,83,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6126,48.91119018,,,,,,,,,,,,,,,,,,,,,,,,,,
0950753C,Lycée Notre-Dame Providence,Lycée,Privé,7 boulevard Sadi Carnot,,,95880,95210,Enghien-les-Bains,95,25,11,,,1,0,0,01 34 12 63 78,01 34 12 52 11,http://www.ndp-enghien.org,0950753C@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.86E+13,641,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5384,48.96741461,,,,,,,,,,,,,,,,,,,,,,,,,,
0754089M,Ecole France Quéré Association Votre école chez vous,Lycée,Privé,29 rue Merlin,,,75011,75100,Paris,75,1,11,,,1,0,1,01 48 06 77 84,01 48 06 77 86,http://www.vecv.org,ecole@vecv.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,12,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5110,48.86132583,,,,,,,,,,,,,,,,,,,,,,,,,,
0754239A,Lycée polyvalent privé Saint Jean de Montmartre,Lycée,Privé,31 rue Caulaincourt,,,75018,75100,Paris,75,1,11,,,0,1,0,01 46 06 03 08,01 42 59 41 28,http://www.lycee-stjeandemontmartre.com,secretariat@stjeandemontmartre.com,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,,0,7.85E+13,417,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1844,48.88821537,,,,,,,,,,,,,,,,,,,,,,,,,,
0781591F,Collège privé Notre-Dame,Collège,Privé,14 avenue Blanche de Castille,,,78300,78498,Poissy,78,25,11,,,0,0,0,01 39 79 63 40,01 30 65 96 41,http://notre-dame-poissy.pagesperso-orange.fr/,0781591F@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,610,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11607,48.92644619,,,,,,,,,,,,,,,,,,,,,,,,,,
0753820V,Lycée privé des Francs Bourgeois - La Salle,Lycée,Privé,21 rue Saint-Antoine,,,75004,75100,Paris,75,1,11,,,1,1,0,01 44 59 20 90,,http://www.fblasalle.fr,accueil@fblasalle.fr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,3.24E+13,821,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5150,48.85354523,,,,,,,,,,,,,,,,,,,,,,,,,,
0920936T,Collège Sainte-Jeanne d'Arc,Collège,Privé,7 rue de Rueil,,,92310,92072,Sèvres,92,25,11,,,0,0,0,01 45 34 23 89,01 45 34 80 49,http://jda92.org/,0920936T@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,134,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14360,48.82580787,,,,,,,,,,,,,,,,,,,,,,,,,,
0771926A,Collège Guy Gasnier - Sainte-Bathilde,Collège,Privé,28 rue du Tir,,,77500,77108,Chelles,77,24,11,,,0,0,0,01 60 20 53 01,01 64 26 37 04,http://www.ggsb77.fr/,ce.0771926a@ac-creteil.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.76E+13,643,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11407,48.88933972,,,,,,,,,,,,,,,,,,,,,,,,,,
0753943D,Lycée privé de la Tour,Lycée,Privé,86 rue de la Tour,,,75116,75100,Paris,75,1,11,,,1,0,0,01 45 04 73 35,01 45 04 27 98,http://www.institutdelatour.com,info@institutdelatour.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,7.85E+13,442,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3549,48.86156885,,,,,,,,,,,,,,,,,,,,,,,,,,
0754037F,Lycée privé Fénelon Sup - La Plaine Monceau,Lycée,Privé,9 boulevard de Courcelles,,,75008,75100,Paris,75,1,11,,,0,0,0,01 43 87 54 05,,http://www.fenelonsup.org,lpm@groupefenelon.org,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,7.84E+13,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7775,48.88108476,,,,,,,,,,,,,,,,,,,,,,,,,,
0941719H,Lycée Epin,Lycée,Privé,19 avenue Eugène Pelletan,,,94400,94081,Vitry-sur-Seine,94,24,11,,,1,1,0,01 46 81 11 06,01 46 80 11 81,http://www.epin.fr,epin@epin.fr,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,5.52E+13,298,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9120,48.79419946,,,,,,,,,,,,,,,,,,,,,,,,,,
0772153X,Lycée technologique Jean Rose - secteur hôtellerie restauration,Lycée,Privé,12 rue de la Visitation,,,77100,77284,Meaux,77,24,11,,,0,1,0,01 64 36 35 11,01 64 36 35 17,http://www.ecm-meaux.fr,chefdetravaux@ecm-meaux.fr,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,0,7.85E+13,277,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15807,48.96358708,,,,,,,,,,,,,,,,,,,,,,,,,,
0911824N,Collège Saint-Nicolas,Collège,Privé,10 avenue de la Division Leclerc,,,91430,91312,Igny,91,25,11,,,0,0,0,01 69 41 08 01,01 69 41 35 45,http://www.lasalleigny.fr/,0911824N@ac-versailles.fr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.19E+13,197,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11725,48.74124347,,,,,,,,,,,,,,,,,,,,,,,,,,
0912000E,Collège Beth Rivkah,Collège,Privé,43-49 rue Raymond Poincaré,,,91330,91691,Yerres,91,25,11,,,0,0,0,01 69 49 62 62,01 69 49 62 52,http://www.bethrivkah.fr/,0912000E@ac-versailles.fr,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,171,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6088,48.71075069,,,,,,,,,,,,,,,,,,,,,,,,,,
0772151V,Lycée professionnel privé laïque Les Sinoplies,Lycée,Privé,10 B avenue Joseph Bodin de Boismortier,,,77680,77390,Roissy-en-Brie,77,24,11,,,0,0,1,01 64 40 93 89,01 64 40 93 89,http://www.ecole-hoteliere-aide-soignant-idf.fr,ce.0772151v@ac-creteil.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.95E+13,67,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3716,48.79984395,,,,,,,,,,,,,,,,,,,,,,,,,,
0910831J,Lycée polyvalent agricole La Salle Igny,Lycée,Privé,10 avenue de la Division Leclerc,,,91430,91312,Igny,91,25,11,,,1,1,1,01 69 35 15 00,,http://www.lasalleigny.fr,accueil@lasalleigny.fr,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,7.84E+13,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10106,48.74124347,,,,,,,,,,,,,,,,,,,,,,,,,,
0921365J,Lycée Madeleine Daniélou,Lycée,Privé,61-63 rue du Général de Miribel,,,92508,92063,Rueil-Malmaison,92,25,11,,,1,0,0,01 41 39 25 80,,http://www.danielou.org,cmd@danielou.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,7.85E+13,424,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8252,48.86026641,,,,,,,,,,,,,,,,,,,,,,,,,,
0941724N,Lycée professionnel Claude Nicolas Ledoux - EBTP,Lycée,Privé,32 rue de la paix,,,94307,94080,Vincennes,94,24,11,,,0,0,1,01 48 08 11 21,,http://ledoux-ebtp.com,secretariat@ebtp.info,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3.09E+13,261,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5460,48.85001279,,,,,,,,,,,,,,,,,,,,,,,,,,
0920963X,Lycée professionnel Saint-François d'Assise,Lycée,Privé,33 bis - 35 rue Boris Vildé,,,92260,92032,Fontenay-aux-Roses,92,25,11,,,0,0,1,01 46 61 29 95,01 46 61 93 43,http://www.stfrancoisdassise.com,sfa.secretariat@orange.fr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,3.02E+13,151,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9283,48.78863063,,,,,,,,,,,,,,,,,,,,,,,,,,
0921908Z,Collège Jeanne d'Arc,Collège,Privé,9 boulevard de Valmy,,,92700,92025,Colombes,92,25,11,,,0,0,0,01 55 66 91 00,01 41 19 90 22,http://www.jeanne-darc-colombes.com,0921908Z@ac-versailles.fr,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,7.85E+13,885,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6933,48.924926,,,,,,,,,,,,,,,,,,,,,,,,,,
0783350T,Lycée Saint-Jean et Hulst,Lycée,Privé,26 rue du Maréchal de Lattre de Tassigny,,,78000,78646,Versailles,78,25,11,,,1,0,0,01 39 54 11 26,01 39 55 28 11,http://www.saint-jean-hulst.com/,0783350T@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,7.85E+13,1046,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4603,48.818132,,,,,,,,,,,,,,,,,,,,,,,,,,
